Dish Name,Region/Origin,Ingredients,Cultural Significance
Bibinka Fehuk Fruta,TimorLeste,Fruit coconut sugar flour eggs,sweet dessert made fruit coconut sugar often enjoyed snack meal
Caril Tamar Tofu,TimorLeste,Tofu tamarind curry powder garlic coconut milk,savory tofu dish cooked tamarind curry powder popular Timorese vegetarian cuisine
Ai Fuan Coconut,TimorLeste,Coconut sugar flour eggs,coconutbased dessert sweet rich often prepared special occasions
Fehuk Rice Cake,TimorLeste,Rice coconut milk sugar flour,traditional rice cake made coconut milk often served festivals snack
Timor Papaya Salad,TimorLeste,Papaya chili garlic lime fish sauce,fresh tangy salad made papaya chili offering refreshing side dish
Katupa Tamar,TimorLeste,Tamarind cassava chili garlic,tangy spicy dish made tamarind cassava often served rice
Fehuk Stew Tamarind,TimorLeste,Tamarind meat garlic chili coconut milk,flavorful stew made tamarind meat offering sour savory profile common Timorese cuisine
Timorese Papaya,TimorLeste,Papaya lime chili salt,simple refreshing papaya snack lime chili popular TimorLeste tropical flavor
Ai Masin Tamarind,TimorLeste,Tamarind fish garlic soy sauce,tangy fish dish cooked tamarind garlic often served main meal
Timorese Ai Tais,TimorLeste,Tais coconut milk garlic chili,dish made Tais a type cassava cooked coconut milk garlic offering rich savory taste
Bubur Tais Tamar,TimorLeste,Tais tamarind sugar coconut milk,sweet dessert made Tais tamarind enjoyed tangy creamy flavor
Bibinka Rice,TimorLeste,Rice coconut sugar eggs flour,ricebased dessert combines coconut sugar rich comforting treat
Fehuk Coconut Tofu,TimorLeste,Tofu coconut milk garlic chili,delicious tofu dish made coconut milk spiced chili offering rich savory taste
Ai Masin Stew,TimorLeste,Meat garlic soy sauce chili coconut milk,hearty stew made meat coconut milk rich flavors often served main meal
Timorese Fried Banana,TimorLeste,Bananas sugar flour coconut oil,popular snack made frying bananas offering sweet crispy treat often enjoyed throughout day
Fehuk Coconut Bread,TimorLeste,Coconut flour sugar yeast,coconutflavored bread often baked special occasions snack showcasing Timors tropical ingredients
Ai Manas Tamar Tais,TimorLeste,Tais tamarind garlic chili,tangy spicy dish made Tais cassava tamarind showcasing strong sour profile
Timorese Coconut Pudding,TimorLeste,Coconut milk sugar agaragar,creamy coconut pudding often enjoyed refreshing dessert
Fehuk Papaya Tamarind,TimorLeste,Papaya tamarind chili garlic coconut milk,savory tangy dish made papaya tamarind providing sweetsour flavor combination
Bubur Tais Rice,TimorLeste,Tais rice coconut milk sugar,comforting dish made rice Tais sweetened coconut milk often enjoyed dessert
Fehuk Tamar Prawns,TimorLeste,Prawns tamarind garlic chili coconut milk,rich tangy dish made prawns tamarind common coastal Timorese cuisine
Katupa Coconut Tais,TimorLeste,Tais coconut sugar banana leaves,steamed dish made Tais cassava coconut commonly served celebrations
Ai Masin Coconut Soup,TimorLeste,Coconut milk fish garlic chili onions,savory coconutbased soup often served fish rich flavor popular Timorese households
Timor Tamar Rice,TimorLeste,Rice tamarind garlic chili,tangy rice dish flavored tamarind often accompanying main dishes like curry stew
Fehuk Pumpkin Tamarind,TimorLeste,Pumpkin tamarind chili coconut milk,delicious combination pumpkin tamarind showcasing balance sweet sour flavors
Bibinka Sweet Coconut,TimorLeste,Coconut sugar flour eggs coconut milk,sweet coconut dessert often enjoyed festivals special treat
Ai Fuan Stew,TimorLeste,Meat garlic onion coconut milk vegetables,hearty stew made meat coconut milk comforting dish commonly served Timorese households
Timor Coconut Gula,TimorLeste,Coconut sugar water,refreshing sweet drink made coconut sugar enjoyed refreshing beverage
Fehuk Taro Tamarind,TimorLeste,Taro tamarind chili coconut milk,savory dish made Taro tamarind bringing tangy earthy flavor profile meal
Timorese Papaya Tamarind,TimorLeste,Papaya tamarind chili garlic coconut milk,tangy dish made papaya tamarind providing sweetsour flavor combination common Timorese cuisine
Bibinka Prawn Tofu,TimorLeste,Prawns tofu coconut eggs sugar,savory dessert made prawns tofu often used unique variation traditional bibinka
Caril Papaya Tamar,TimorLeste,Papaya tamarind chili curry powder coconut milk,currystyle dish made papaya tamarind often enjoyed tangy spiced dish
Timorese Sweet Tamarind,TimorLeste,Tamarind sugar water,sweet tangy beverage made tamarind sugar often consumed refreshment
Fehuk Tamar Corn,TimorLeste,Corn coconut milk sugar chili,sweet corn dish coconut milk commonly enjoyed side snack
Timorese Taro Curry,TimorLeste,Taro curry powder coconut milk garlic chili,flavorful curry made taro showcasing unique combination spices textures
Ai Manas Coconut Tamarind,TimorLeste,Coconut tamarind garlic chili onion,tangy creamy dish made coconut milk tamarind popular vegetarian dish
Timorese Tamarind Rice,TimorLeste,Rice tamarind garlic onion chili,flavorful rice dish flavored tamarind often served meat curry
Katupa Papaya Tamar,TimorLeste,Papaya tamarind chili garlic coconut,sweet sour dish made papaya tamarind showcasing tropical flavors
Bibinka Tamarind Fruta,TimorLeste,Tamarind fruit coconut sugar,dessert made tamarind fruit offering balance sweetness tanginess
Timorese Ai Tamarind,TimorLeste,Tamarind meat garlic chili,tangy dish made tamarind meat providing bold flavor profile often served rice
Fehuk Tamarind Tofu,TimorLeste,Tofu tamarind garlic coconut milk chili,hearty vegan dish combining tofu tangy tamarind coconut milk common Timorese vegetarian meals
Ai Fuan Tamarind Curry,TimorLeste,Tamarind curry powder coconut milk garlic vegetables,currystyle dish made tamarind coconut milk enjoyed bold flavors
Timorese Tamarind Pumpkin,TimorLeste,Pumpkin tamarind garlic chili coconut milk,delicious dish balance sweet pumpkin tangy tamarind showcasing traditional flavors
Bibinka Taro Tamarind,TimorLeste,Taro tamarind coconut milk sugar,sweet tangy dessert made taro tamarind showcasing Timorese use root vegetables sweets
Katupa Tamarind Curry,TimorLeste,Tais cassava tamarind coconut milk garlic chili,hearty curry Tais cassava tamarind commonly served rice
Timor Coconut Tamarind Prawns,TimorLeste,Prawns coconut milk tamarind garlic chili,rich tangy prawn curry made coconut milk tamarind favorite coastal TimorLeste
Ai Manas Pumpkin Tamarind,TimorLeste,Pumpkin tamarind garlic chili coconut milk,vegan dish combining pumpkin tamarind popular Timorese kitchens comforting flavors
Timorese Sweet Potato Curry,TimorLeste,Sweet potato curry powder coconut milk garlic chili,warm comforting curry using sweet potatoes staple ingredient Timorese cuisine
Fehuk Tamarind Pumpkin Soup,TimorLeste,Pumpkin tamarind garlic coconut milk chili,tangy soup made pumpkin tamarind offering combination flavors perfect light meal
Timor Tamarind Prawn Curry,TimorLeste,Prawns tamarind coconut milk curry powder garlic,spiced prawn curry tang tamarind reflecting Timorese coastal cuisine
Ai Fuan Tamarind Tofu,TimorLeste,Tofu tamarind coconut milk garlic chili,vegan dish tofu cooked tamarind coconut milk flavorful tangy base
Timorese Tamarind Fish Curry,TimorLeste,Fish tamarind coconut milk garlic chili,fragrant fish curry made tamarind commonly enjoyed along coasts Timor
Bibinka Tamarind Rice,TimorLeste,Tamarind rice coconut milk sugar,dessertstyle rice dish flavored tamarind often served festive occasions
Fehuk Tamarind Papaya Curry,TimorLeste,Papaya tamarind coconut milk garlic chili,unique curry made papaya tamarind often consumed sweetsour dish
Timor Sweet Tamarind Soup,TimorLeste,Tamarind sugar water,sweet tamarindbased soup often served refreshing drink Timorese culture
Ai Masin Tamarind Coconut,TimorLeste,Tamarind coconut milk fish garlic chili,tangy creamy fish dish made tamarind coconut milk
Timorese Tamarind Corn Curry,TimorLeste,Corn tamarind coconut milk garlic chili,comforting curry featuring sweet corn tangy tamarind
Bibinka Coconut Tamarind,TimorLeste,Coconut tamarind sugar eggs coconut milk,dessert tropical flavors coconut tamarind favorite Timorese households
Fehuk Tamarind Coconut Curry,TimorLeste,Tamarind coconut milk vegetables garlic chili,savory curry made tamarind coconut milk showcasing combination rich bold flavors
Timorese Tamarind Fried Banana,TimorLeste,Banana tamarind sugar oil,fried banana dish tangy tamarind coating often eaten street snack dessert
Ai Fuan Tamarind Prawns,TimorLeste,Prawns tamarind coconut milk garlic chili,flavorful prawn dish featuring tamarind coconut milk common seafood recipe coastal Timorese cuisine
Katupa Tamarind Coconut Curry,TimorLeste,Tais cassava tamarind coconut milk garlic chili,hearty curry combining tamarind cassava coconut milk typical Timorese stews
Timor Tamarind Coconut Pudding,TimorLeste,Tamarind coconut milk sugar rice,sweet dessert made tamarind coconut popular rich flavor texture
Fehuk Tamarind Taro Soup,TimorLeste,Taro tamarind coconut milk garlic chili,comforting soup made taro tamarind combining earthy tangy flavors
Timorese Tamarind Sweet Bread,TimorLeste,Tamarind flour sugar yeast coconut milk,sweet bread flavored tamarind popular holidays celebrations
Ai Masin Tamarind Papaya,TimorLeste,Tamarind papaya coconut milk garlic chili,sweet tangy curry tamarind papaya enjoyed refreshing dish Timorese cuisine
Bibinka Tamarind Coconut Cake,TimorLeste,Tamarind coconut sugar eggs flour,rich sweet cake made tamarind coconut festive dessert Timor
Timorese Sweet Tamarind Tofu,TimorLeste,Tofu tamarind sugar coconut milk chili,savorysweet tofu dish made tamarind coconut milk typically served rice
Fehuk Tamarind Sweet Taro,TimorLeste,Taro tamarind sugar coconut milk,sweet dish made taro tamarind reflecting use root vegetables Timorese desserts
Timor Tamarind Rice Pudding,TimorLeste,Tamarind rice coconut milk sugar,sweet pudding made rice tamarind commonly consumed dessert snack
Ai Fuan Tamarind Coconut Soup,TimorLeste,Tamarind coconut milk vegetables chili,tangy coconut soup tamarind typically served rice starter
Timorese Tamarind Fried Tofu,TimorLeste,Tofu tamarind garlic chili oil,crispy tangy tofu dish fried tamarind often enjoyed rice
Bibinka Tamarind Tofu Cake,TimorLeste,Tamarind tofu flour sugar coconut milk,dessert cake made tofu tamarind combining sweet savory elements
Fehuk Tamarind Taro Curry,TimorLeste,Taro tamarind curry powder coconut milk chili,curry made taro tamarind hearty dish commonly served rice
Timor Tamarind Fried Papaya,TimorLeste,Papaya tamarind sugar oil,fried papaya snack dessert tamarind offering sweet tangy flavor profile
Katupa Tamarind Sweet Rice,TimorLeste,Tamarind rice sugar coconut milk,sweet rice dish flavored tamarind often enjoyed dessert Timorese homes
Ai Masin Tamarind Sweet Tofu,TimorLeste,Tofu tamarind sugar chili coconut milk,sweet tofu dish made tamarind perfect enjoy balance sweet savory flavors
Timorese Tamarind Rice Cake,TimorLeste,Tamarind rice coconut milk sugar,ricebased cake flavored tamarind often enjoyed festive occasions
Fehuk Tamarind Coconut Rice,TimorLeste,Tamarind coconut milk rice garlic chili,fragrant rice dish cooked tamarind coconut milk common Timorese meals
Bibinka Tamarind Rice Pudding,TimorLeste,Tamarind rice coconut milk sugar,delicious rice pudding made tamarind combining sweetness tanginess unique dessert experience
Timor Tamarind Coconut Tofu,TimorLeste,Tamarind coconut milk tofu chili garlic,rich currylike dish made tamarind coconut highlighting balance sweet sour flavors Timorese cuisine
Ai Fuan Tamarind Sweet Tofu,TimorLeste,Tamarind tofu sugar coconut milk chili,sweet tangy tofu dish tamarind often enjoyed vegetarian main course
Timorese Tamarind Prawn Soup,TimorLeste,Prawns tamarind coconut milk garlic chili lemongrass,tangy prawn soup flavored tamarind showcasing Timorese seafood
Fehuk Tamarind Coconut Papaya,TimorLeste,Tamarind papaya coconut milk garlic chili,flavorful dish combining papaya tamarind coconut milk commonly enjoyed Timorese homes
Timor Tamarind Rice Curry,TimorLeste,Tamarind rice coconut milk curry powder chili,curry dish tamarind rice typical Timorese savory dishes
Ai Masin Tamarind Sweet Papaya,TimorLeste,Tamarind papaya sugar coconut milk,sweet tangy dish made papaya tamarind often served refreshing dessert
Katupa Tamarind Prawn Soup,TimorLeste,Prawns tamarind cassava katupa garlic chili,hearty prawn soup made tamarind cassava traditional Timorese root vegetable
Bibinka Tamarind Prawn Curry,TimorLeste,Tamarind prawns curry powder coconut milk garlic chili,tangy spicy curry made tamarind prawns often served festive occasions
Timorese Tamarind Rice Pudding,TimorLeste,Tamarind rice coconut milk sugar,creamy rice pudding flavored tamarind commonly consumed dessert
Fehuk Tamarind Coconut Curry Soup,TimorLeste,Tamarind coconut milk vegetables garlic chili,fragrant soup made tamarind coconut milk vegetables enjoyed tangy flavor
Timor Tamarind Coconut Tofu Curry,TimorLeste,Tamarind tofu coconut milk curry powder chili,rich flavorful curry made tofu tamarind often served rice
Ai Fuan Tamarind Coconut Papaya Soup,TimorLeste,Tamarind coconut milk papaya chili garlic,light soup made tamarind papaya offering sweet tangy flavor
Timorese Tamarind Fried Coconut Tofu,TimorLeste,Tamarind tofu coconut milk flour garlic chili,crispy tangy fried tofu dish flavored tamarind coconut served rice
Bibinka Tamarind Fried Coconut Papaya,TimorLeste,Tamarind papaya coconut milk sugar oil,fried dessert made papaya coconut tamarind giving sweet tangy flavor
Fehuk Tamarind Sweet Coconut Tofu,TimorLeste,Tamarind tofu coconut milk sugar chili,sweet dish made tofu coconut milk tamarind served rice
Timor Tamarind Sweet Coconut Pudding,TimorLeste,Tamarind coconut milk sugar rice,delicious pudding made tamarind coconut enjoyed sweet creamy texture
Ai Masin Tamarind Rice Coconut Curry,TimorLeste,Tamarind rice coconut milk curry powder chili,currylike dish made rice tamarind coconut milk giving savorysweet experience
Timorese Tamarind Sweet Rice Papaya Soup,TimorLeste,Tamarind rice papaya coconut milk sugar,sweet soup made tamarind rice papaya often enjoyed dessert snack
Katupa Tamarind Coconut Sweet Pudding,TimorLeste,Tamarind coconut milk cassava katupa sugar,traditional Timorese pudding made tamarind cassava often enjoyed festivals
